experiment,user,activity,activity_name,group,start,end,num_samples,duration_seconds,acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_rms,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_rms,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_rms,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_rms,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_rms,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_rms
17,9,10,LIE_TO_SIT,Transition,4284,4460,176,3.52,0.604893,0.480382,-0.273611,1.197222,0.772439,0.02672,0.189585,-0.352778,0.598611,0.191458,0.463037,0.445448,-0.209722,1.041667,0.642516,0.293444,0.803852,-1.431868,1.983479,0.855739,-0.514461,0.619302,-1.81763,0.73762,0.805112,0.192811,0.375115,-0.744339,0.972497,0.421767
17,9,4,SITTING,Static,4461,5585,1124,22.48,1.019529,0.012061,0.948611,1.120833,1.0196,0.068897,0.018635,-0.073611,0.144444,0.071373,-0.022286,0.062541,-0.3375,0.081944,0.066393,0.007867,0.049533,-0.463036,0.361938,0.050154,-0.007787,0.095126,-0.575435,0.359494,0.095444,0.002902,0.029441,-0.255647,0.176235,0.029584
17,9,9,SIT_TO_LIE,Transition,5586,5789,203,4.06,0.503428,0.459633,-0.383333,1.077778,0.681691,0.263417,0.204271,-0.334722,0.6,0.33334,0.584736,0.337349,-0.163889,1.0,0.675071,-0.357507,0.63011,-1.957212,0.899805,0.724465,0.374311,0.515714,-0.663705,1.476461,0.637236,-0.266304,0.313107,-0.845743,0.37446,0.41104
17,9,6,LAYING,Static,5790,6682,892,17.84,-0.217883,0.028248,-0.275,-0.052778,0.219706,0.208447,0.027319,0.098611,0.370833,0.21023,0.952703,0.012998,0.884722,1.020833,0.952792,0.005199,0.067225,-0.396146,0.433409,0.067425,0.005494,0.068375,-0.369573,0.360716,0.068596,0.002715,0.027407,-0.139277,0.16585,0.027541
17,9,12,LIE_TO_STAND,Transition,6683,6850,167,3.34,0.562758,0.540491,-0.373611,1.988889,0.780274,0.158641,0.20319,-0.486111,0.694444,0.257785,0.514105,0.388178,-0.561111,1.058333,0.644195,0.26011,0.75619,-1.079704,2.323426,0.799675,-0.391504,0.821872,-2.309071,2.598315,0.910357,0.288811,0.405617,-0.894612,1.311528,0.497933
17,9,1,WALKING,Dynamic,7891,8811,920,18.4,1.02554,0.225061,0.5625,1.654167,1.049946,-0.07367,0.140349,-0.569444,0.311111,0.158509,0.010003,0.170612,-0.518056,0.351389,0.170905,0.002028,0.456415,-1.383304,1.0064,0.456419,0.013061,0.345995,-1.370476,1.070541,0.346242,-0.000723,0.340378,-1.127352,0.903775,0.340378
17,9,1,WALKING,Dynamic,9030,9950,920,18.4,1.02702,0.238308,0.602778,1.693056,1.054306,-0.069242,0.148905,-0.511111,0.333333,0.164217,-0.003771,0.16999,-0.536111,0.404167,0.170032,0.001278,0.472673,-1.186606,0.987158,0.472675,0.013491,0.363382,-1.060768,1.196074,0.363633,0.004292,0.3459,-1.114829,0.899194,0.345926
17,9,3,WALKING_DOWNSTAIRS,Dynamic,10717,10943,226,4.52,1.033929,0.352892,0.4375,1.913889,1.092494,-0.03664,0.136706,-0.5,0.255556,0.141531,0.051082,0.114613,-0.331944,0.295833,0.125481,-0.315425,0.567522,-1.895515,0.76969,0.649288,0.009893,0.355906,-1.080315,0.821308,0.356043,-0.0108,0.268143,-0.563523,0.671341,0.26836
17,9,3,WALKING_DOWNSTAIRS,Dynamic,10969,11354,385,7.7,1.028838,0.363883,0.490278,1.981944,1.091292,-0.045978,0.120351,-0.456944,0.188889,0.128834,0.045451,0.119119,-0.440278,0.304167,0.127496,-0.260894,0.577889,-1.919644,1.23578,0.634051,0.030433,0.408345,-1.381166,1.357037,0.409477,-0.000984,0.313041,-0.90011,0.825584,0.313043
17,9,2,WALKING_UPSTAIRS,Dynamic,11585,11907,322,6.44,1.009601,0.166876,0.718056,1.706944,1.0233,-0.116011,0.116442,-0.397222,0.134722,0.164369,-0.140588,0.109267,-0.425,0.093056,0.178057,0.005415,0.316104,-0.877508,0.91416,0.316151,-0.015631,0.301898,-0.87537,0.645074,0.302302,0.007365,0.336895,-0.756862,0.726624,0.336975
17,9,2,WALKING_UPSTAIRS,Dynamic,11922,12370,448,8.96,1.012596,0.178485,0.702778,1.636111,1.028206,-0.120737,0.117765,-0.495833,0.158333,0.16866,-0.141186,0.1147,-0.461111,0.15,0.181905,0.468925,0.744198,-0.753808,3.893655,0.879614,-0.026594,0.331243,-0.839023,0.825584,0.332309,-0.065495,0.415808,-0.837802,0.915382,0.420934
17,9,3,WALKING_DOWNSTAIRS,Dynamic,12492,12707,215,4.3,1.023973,0.339279,0.531944,1.991667,1.078717,-0.061014,0.144551,-0.459722,0.229167,0.1569,0.008579,0.113031,-0.313889,0.252778,0.113357,-0.176407,0.497396,-1.290147,1.078483,0.527751,0.0186,0.366891,-1.569007,0.828333,0.367362,0.043954,0.311131,-0.728457,0.848186,0.314221
17,9,3,WALKING_DOWNSTAIRS,Dynamic,12880,13226,346,6.92,1.013002,0.402199,0.483333,1.993056,1.089925,-0.072078,0.188282,-0.752778,0.380556,0.201607,0.015057,0.162198,-0.708333,0.325,0.162896,-0.29063,0.633492,-2.02288,1.163087,0.696978,0.058085,0.566825,-2.250733,1.407128,0.569793,-0.002932,0.380114,-1.077261,1.01312,0.380125
17,9,2,WALKING_UPSTAIRS,Dynamic,13350,13946,596,11.92,1.0081,0.201114,0.613889,1.709722,1.027965,-0.127668,0.130244,-0.581944,0.211111,0.18238,-0.174042,0.114171,-0.469444,0.118056,0.208148,0.298407,0.532156,-1.23914,1.612684,0.610112,-0.029301,0.346805,-1.064127,0.849714,0.34804,-0.048036,0.460736,-1.152092,0.795347,0.463233
17,9,3,WALKING_DOWNSTAIRS,Dynamic,14135,14714,579,11.58,1.009535,0.422242,0.3875,1.993056,1.09428,-0.063049,0.170357,-0.986111,0.273611,0.18165,0.009653,0.154321,-0.669444,0.430556,0.154623,-0.264629,0.665176,-2.279444,1.515251,0.715883,0.044598,0.546636,-2.336254,1.632232,0.548452,0.004051,0.324454,-0.76236,1.13682,0.324479
17,9,2,WALKING_UPSTAIRS,Dynamic,14846,15441,595,11.9,1.006198,0.191596,0.558333,1.656945,1.024277,-0.125159,0.138695,-0.554167,0.209722,0.186818,-0.172913,0.113269,-0.459722,0.175,0.206709,0.307701,0.51225,-0.97097,1.776091,0.597562,-0.030219,0.355537,-1.270294,0.823141,0.356819,-0.050122,0.481305,-1.10475,0.97433,0.483908
18,9,5,STANDING,Static,660,1459,799,15.98,1.015285,0.022365,0.841667,1.172222,1.015531,0.02941,0.043321,-0.127778,0.277778,0.052361,-0.140182,0.032721,-0.322222,-0.077778,0.14395,-0.002602,0.134722,-0.975552,0.362549,0.134747,0.007056,0.085991,-0.340557,0.634078,0.08628,0.012635,0.074083,-0.348499,0.641714,0.075153
18,9,7,STAND_TO_SIT,Transition,1460,1591,131,2.62,0.964684,0.13599,0.5875,1.343056,0.974222,0.078308,0.145411,-0.148611,0.331944,0.165156,-0.217578,0.209544,-0.568056,0.183333,0.302075,0.016992,0.629726,-1.332297,1.563815,0.629955,0.089646,0.482024,-1.279763,1.524109,0.490289,0.100177,0.659479,-1.240056,1.62032,0.667044
18,9,4,SITTING,Static,1592,2454,862,17.24,0.84519,0.162387,0.543056,1.054167,0.860649,-0.256324,0.153667,-0.577778,-0.034722,0.298857,0.389271,0.273095,0.026389,0.734722,0.475513,0.007463,0.088087,-0.498771,0.530231,0.088403,0.038113,0.177137,-0.44135,0.874759,0.181191,0.025154,0.117463,-0.438296,0.638049,0.120126
18,9,8,SIT_TO_STAND,Transition,2455,2551,96,1.92,0.926389,0.18446,0.526389,1.322222,0.944575,-0.09974,0.195492,-0.475,0.206944,0.219466,0.074523,0.375281,-0.440278,0.738889,0.382609,0.070822,0.277923,-0.456316,0.616668,0.286805,-0.465508,0.707992,-1.8497,0.855517,0.84732,-0.25308,0.434844,-0.988991,0.661567,0.503129
18,9,5,STANDING,Static,2552,3522,970,19.4,1.015435,0.027564,0.826389,1.183333,1.015809,0.054569,0.037876,-0.120833,0.281944,0.066426,-0.121735,0.060047,-0.738889,-0.001389,0.135739,0.04457,0.387051,-1.894293,2.835942,0.389608,-0.009406,0.131502,-1.098336,0.680809,0.131838,-0.020621,0.123527,-1.148427,0.404698,0.125236
18,9,11,STAND_TO_LIE,Transition,3523,3781,258,5.16,0.798433,0.315795,-0.245833,1.320833,0.858617,-0.170462,0.333708,-0.681944,0.563889,0.374724,0.250048,0.381461,-0.618056,1.101389,0.45611,-0.113139,1.008427,-2.546086,2.591596,1.014754,0.332708,0.523336,-0.814283,1.814881,0.620142,0.113091,0.669433,-1.256855,1.89918,0.678918
18,9,6,LAYING,Static,3782,4702,920,18.4,0.03649,0.023385,-0.019444,0.204167,0.043341,-0.414801,0.042999,-0.902778,-0.165278,0.417023,0.904097,0.026149,0.654167,1.043056,0.904475,0.003257,0.137981,-0.862847,0.911106,0.13802,0.002972,0.068432,-0.539089,0.513127,0.068497,0.001369,0.040458,-0.182038,0.305433,0.040481
18,9,10,LIE_TO_SIT,Transition,4703,4830,127,2.54,0.666525,0.35351,-0.029167,1.184722,0.75447,-0.375558,0.224512,-0.7125,0.101389,0.437549,0.359438,0.421418,-0.4375,1.045833,0.553885,0.374977,0.893635,-1.174388,1.706758,0.969119,-0.745373,0.573586,-1.895209,0.406225,0.940523,-0.126798,0.285477,-0.647212,0.378126,0.31237
18,9,4,SITTING,Static,4831,5794,963,19.26,1.018573,0.01327,0.941667,1.095833,1.01866,0.019488,0.022898,-0.0875,0.180556,0.030068,-0.124993,0.034972,-0.25,0.038889,0.129793,0.008407,0.066914,-0.233351,0.684169,0.06744,0.003003,0.091975,-0.724486,0.553444,0.092024,-0.001654,0.052806,-0.61789,0.181732,0.052832
18,9,9,SIT_TO_LIE,Transition,5795,5955,160,3.2,0.616563,0.386198,-0.330556,1.104167,0.727529,-0.308411,0.233823,-0.675,0.143056,0.387028,0.505278,0.353532,-0.140278,1.361111,0.616677,-0.396801,0.838587,-2.63008,0.849103,0.927728,0.628252,0.606458,-1.272432,1.590999,0.873208,0.103505,0.443247,-0.667676,0.934624,0.455172
18,9,6,LAYING,Static,5956,7111,1155,23.1,0.015669,0.019279,-0.081944,0.165278,0.024844,-0.375451,0.033417,-0.702778,-0.266667,0.376935,0.923121,0.01983,0.786111,1.005556,0.923333,0.009434,0.084474,-0.426689,0.787711,0.084999,0.002061,0.07545,-0.809396,0.848492,0.075478,0.001937,0.026564,-0.135307,0.252287,0.026634
18,9,12,LIE_TO_STAND,Transition,7112,7260,148,2.96,0.691366,0.437169,-0.061111,1.979167,0.817988,-0.293234,0.301936,-0.818056,0.452778,0.420894,0.351502,0.42022,-1.223611,1.009722,0.547849,0.276315,0.873847,-1.273043,2.182621,0.916493,-0.581847,0.836912,-3.35701,1.784337,1.019297,-0.044488,0.539407,-3.12427,1.543962,0.541239
18,9,1,WALKING,Dynamic,7922,8823,901,18.02,0.992172,0.272606,0.520833,1.647222,1.028941,0.04124,0.147206,-0.277778,0.501389,0.152874,-0.243133,0.184905,-0.913889,0.068056,0.305456,0.001717,0.496315,-1.194242,1.32008,0.496318,0.010838,0.555726,-1.791973,1.596191,0.555832,0.016953,0.402574,-1.158201,1.033584,0.402931
18,9,1,WALKING,Dynamic,9014,9929,915,18.3,0.992005,0.280502,0.493056,1.851389,1.0309,0.046732,0.132561,-0.216667,0.473611,0.140557,-0.249706,0.188612,-0.884722,0.097222,0.312933,-0.001047,0.429666,-1.414153,1.57817,0.429667,0.013863,0.525234,-1.77884,1.525941,0.525417,0.019404,0.370396,-1.061073,0.993878,0.370904
18,9,3,WALKING_DOWNSTAIRS,Dynamic,10522,11096,574,11.48,1.000823,0.397051,0.440278,1.993056,1.076706,0.014847,0.13699,-0.402778,0.647222,0.137792,-0.184567,0.221036,-1.193056,0.166667,0.287962,-0.312267,0.541684,-1.875967,0.911716,0.625246,-0.003996,0.603007,-2.547919,1.864666,0.603021,0.074041,0.390567,-1.228145,1.081537,0.397523
18,9,2,WALKING_UPSTAIRS,Dynamic,11185,11791,606,12.12,0.93959,0.234311,0.541667,1.684722,0.968365,0.098105,0.120504,-0.2625,0.379167,0.155389,-0.378585,0.160531,-0.904167,0.048611,0.411214,0.302907,0.704144,-1.8216,1.870469,0.766532,0.03576,0.594244,-1.717753,2.22416,0.595319,-0.127662,0.409722,-1.273654,1.226923,0.42915
18,9,3,WALKING_DOWNSTAIRS,Dynamic,11955,12519,564,11.28,0.987168,0.414606,0.406944,1.994444,1.0707,0.019861,0.129716,-0.426389,0.604167,0.131228,-0.206127,0.251265,-1.525,0.147222,0.324996,-0.273342,0.592283,-1.74005,1.144456,0.652315,-0.0074,0.657388,-2.731179,2.304489,0.65743,0.069211,0.40624,-1.646282,0.930653,0.412093
18,9,2,WALKING_UPSTAIRS,Dynamic,12617,13215,598,11.96,0.93168,0.252456,0.523611,1.629167,0.965278,0.098695,0.103226,-0.2375,0.323611,0.142816,-0.392893,0.171553,-0.981945,-0.041667,0.428713,0.298302,0.67852,-1.118494,2.029905,0.741197,0.053713,0.636657,-1.615739,1.644755,0.638919,-0.143938,0.380519,-1.416291,0.835358,0.406833
18,9,3,WALKING_DOWNSTAIRS,Dynamic,13378,13952,574,11.48,0.990246,0.40721,0.345833,1.995833,1.070704,0.009509,0.135396,-0.3125,0.475,0.13573,-0.187982,0.243776,-1.411111,0.176389,0.307837,-0.248755,0.553453,-1.973706,1.181108,0.606786,0.000213,0.635766,-2.921463,2.069917,0.635766,0.059317,0.390275,-1.357648,1.036944,0.394757
18,9,2,WALKING_UPSTAIRS,Dynamic,14134,14666,532,10.64,0.919001,0.245853,0.548611,1.626389,0.951318,0.108495,0.106136,-0.308333,0.356944,0.151776,-0.408986,0.169878,-0.968056,-0.058333,0.442864,0.25638,0.669847,-0.995099,1.89185,0.717235,0.048359,0.636425,-1.552819,1.57817,0.63826,-0.120735,0.384425,-1.457219,0.72357,0.402939
19,10,5,STANDING,Static,388,1237,849,16.98,1.015859,0.011246,0.959722,1.097222,1.015921,-0.180251,0.023696,-0.358333,-0.009722,0.181802,0.072652,0.013611,0.023611,0.168056,0.073916,0.00719,0.094568,-0.28619,0.707687,0.094841,-2.3e-05,0.031642,-0.185092,0.251676,0.031642,0.001476,0.034489,-0.147219,0.272751,0.034521
19,10,7,STAND_TO_SIT,Transition,1238,1370,132,2.64,0.916982,0.148269,0.566667,1.625,0.928892,-1.1e-05,0.431297,-0.709722,0.791667,0.431297,0.129114,0.109013,-0.169444,0.398611,0.16898,0.057502,0.240702,-0.551306,1.066265,0.247475,0.081657,0.343246,-0.993267,1.034806,0.352825,-0.293859,0.769714,-2.447432,1.163698,0.823901
19,10,4,SITTING,Static,1371,2238,867,17.34,0.794694,0.003236,0.777778,0.804167,0.794701,0.547326,0.004378,0.530556,0.581944,0.547344,0.245814,0.00575,0.222222,0.263889,0.245881,0.00648,0.006032,-0.043677,0.030238,0.008854,0.00102,0.009065,-0.050091,0.058032,0.009122,0.002351,0.008141,-0.046426,0.041539,0.008474
19,10,8,SIT_TO_STAND,Transition,2239,2327,88,1.76,0.90191,0.175905,0.661111,1.511111,0.918904,0.041288,0.426334,-0.518056,0.6125,0.428328,0.14536,0.134659,-0.0625,0.348611,0.198148,-0.069458,0.272633,-1.050077,0.314901,0.281341,-0.160789,0.27999,-0.874148,0.213497,0.322874,0.469613,0.828668,-0.655764,2.559831,0.952485
19,10,5,STANDING,Static,2459,3353,894,17.88,1.015236,0.024506,0.815278,1.315278,1.015532,-0.207258,0.028047,-0.491667,-0.120833,0.209147,-0.044851,0.038147,-0.309722,0.166667,0.05888,0.03951,0.297033,-0.713491,2.12123,0.299649,-0.010045,0.132244,-1.868942,0.266032,0.132625,0.010702,0.055978,-0.156076,0.654848,0.056992
19,10,11,STAND_TO_LIE,Transition,3354,3582,228,4.56,0.598337,0.413885,-0.522222,1.223611,0.727535,0.44386,0.513666,-0.506944,1.623611,0.67887,0.166435,0.189866,-0.205556,0.693056,0.252487,-0.076753,0.746022,-1.454165,2.075109,0.74996,-0.098222,0.522695,-1.342682,2.022269,0.531844,-0.49139,0.516651,-1.753489,0.706466,0.713016
19,10,6,LAYING,Static,3583,4655,1072,21.44,0.025619,0.036022,-0.254167,0.1875,0.044204,0.957344,0.022338,0.808333,1.113889,0.957604,0.29683,0.017651,0.206944,0.438889,0.297354,0.008855,0.055683,-0.341474,0.390037,0.056383,-0.00427,0.108723,-1.296867,0.659429,0.108807,0.005521,0.051086,-0.193033,0.519235,0.051384
19,10,10,LIE_TO_SIT,Transition,4656,4824,168,3.36,0.533218,0.514833,-0.463889,1.947222,0.741197,0.528208,0.404255,-0.243056,1.255556,0.66515,0.216741,0.155246,-0.197222,0.505556,0.266605,0.177613,0.510939,-1.844508,1.164615,0.54093,0.165119,0.770929,-3.248581,1.892461,0.788413,0.483733,0.854798,-1.053437,1.960572,0.982179
19,10,4,SITTING,Static,4825,5702,877,17.54,0.964324,0.011121,0.911111,1.104167,0.964389,0.288574,0.013667,0.227778,0.405556,0.288897,0.122053,0.018853,-0.091667,0.219444,0.1235,0.006595,0.034602,-0.444404,0.178373,0.035225,0.002197,0.054812,-0.334143,0.706466,0.054856,0.00158,0.030321,-0.164323,0.244652,0.030362
19,10,9,SIT_TO_LIE,Transition,5703,5883,180,3.6,0.325694,0.405855,-0.497222,1.054167,0.52038,0.479722,0.255571,0.056944,1.277778,0.543553,-0.538086,0.433651,-1.533333,0.279167,0.691079,0.007578,1.330128,-3.396716,5.964488,1.33015,-0.427629,0.631277,-1.665219,1.292591,0.762481,-0.170839,0.430546,-2.183538,0.563218,0.463201
19,10,6,LAYING,Static,5884,6919,1035,20.7,-0.064406,0.007837,-0.098611,0.013889,0.064881,0.268061,0.029708,0.234722,0.495833,0.269702,-0.975227,0.020365,-1.051389,-0.805556,0.975439,0.008477,0.143231,-1.175305,1.036333,0.143482,-0.000269,0.022886,-0.171042,0.252593,0.022888,0.00053,0.030388,-0.164934,0.306349,0.030393
19,10,12,LIE_TO_STAND,Transition,6920,7037,117,2.34,0.468542,0.431858,-0.134722,1.433333,0.637208,0.021403,0.275988,-0.826389,0.466667,0.276817,-0.64721,0.446435,-1.127778,0.440278,0.786248,0.193415,1.040883,-3.190244,2.138639,1.0587,0.848628,0.713024,-0.620334,2.53845,1.10841,-0.114535,0.425725,-1.008233,1.177748,0.440863
19,10,1,WALKING,Dynamic,8046,9011,965,19.3,1.01424,0.255558,0.365278,1.795833,1.045941,-0.196665,0.211166,-1.081944,0.420833,0.288562,0.035972,0.124052,-0.294444,0.493056,0.129162,-0.010408,0.569086,-1.613906,1.248303,0.569181,0.001969,0.567964,-1.448056,1.83229,0.567967,0.001753,0.437772,-1.339628,0.912633,0.437775
19,10,1,WALKING,Dynamic,9352,10272,920,18.4,1.013907,0.256332,0.376389,1.768056,1.045808,-0.195463,0.209768,-1.005556,0.379167,0.28672,0.037569,0.113256,-0.252778,0.469444,0.119324,-0.00608,0.568958,-1.580003,1.190576,0.568991,0.001926,0.578117,-1.408655,1.850616,0.578121,0.003483,0.424548,-1.246471,0.891252,0.424562
19,10,3,WALKING_DOWNSTAIRS,Dynamic,10886,11379,493,9.86,1.008486,0.463058,0.226389,1.984722,1.109714,-0.161027,0.215592,-1.101389,0.245833,0.26909,0.026034,0.186989,-0.734722,0.925,0.188793,-0.311287,0.712022,-3.16642,1.477072,0.777094,0.064973,0.65424,-2.054951,2.903137,0.657458,-0.027032,0.578384,-2.037235,1.176221,0.579016
19,10,2,WALKING_UPSTAIRS,Dynamic,11571,12097,526,10.52,0.994154,0.32968,0.275,1.911111,1.047393,-0.252427,0.19167,-0.798611,0.206944,0.316949,0.015085,0.150156,-0.380556,0.495833,0.150912,0.272522,0.76228,-1.625512,2.52379,0.80953,-0.08364,0.835187,-2.226909,2.140777,0.839365,0.027777,0.430207,-1.216233,1.804801,0.431103
19,10,3,WALKING_DOWNSTAIRS,Dynamic,12289,12793,504,10.08,1.007788,0.44936,0.238889,1.970833,1.103431,-0.160265,0.219598,-0.856944,0.291667,0.27186,-0.00555,0.175917,-0.640278,0.627778,0.176004,-0.334348,0.654145,-2.712852,1.100168,0.734639,0.059351,0.66861,-2.39673,2.14658,0.671239,-0.016923,0.598418,-2.109012,1.149343,0.598657
19,10,2,WALKING_UPSTAIRS,Dynamic,12947,13527,580,11.6,0.989746,0.276638,0.459722,1.823611,1.02768,-0.25216,0.191447,-0.836111,0.156944,0.316602,0.017126,0.141858,-0.268056,0.455556,0.142888,0.235239,0.644053,-1.497536,2.131309,0.685669,-0.049174,0.763316,-1.667357,1.776091,0.764899,-0.009956,0.416904,-1.049466,1.349096,0.417023
19,10,3,WALKING_DOWNSTAIRS,Dynamic,13689,14223,534,10.68,1.016607,0.401511,0.255556,1.9625,1.093024,-0.149332,0.193011,-0.847222,0.238889,0.244035,0.005849,0.168499,-0.598611,0.680556,0.168601,-0.376309,0.708931,-3.874413,0.814283,0.802615,0.076511,0.634392,-2.056478,2.402838,0.638989,-0.020835,0.54416,-2.302657,1.273654,0.544558
19,10,2,WALKING_UPSTAIRS,Dynamic,14440,15051,611,12.22,0.986973,0.256831,0.466667,1.865278,1.019842,-0.262507,0.194321,-0.908333,0.136111,0.326604,-0.006599,0.158516,-0.484722,0.440278,0.158653,0.010994,1.045913,-4.232685,2.575102,1.045971,0.008983,0.79664,-2.50302,1.95538,0.796691,0.010721,0.397887,-1.363146,1.365589,0.398031
20,10,5,STANDING,Static,423,1249,826,16.52,1.009477,0.018323,0.8875,1.170833,1.009643,0.125133,0.032317,0.009722,0.25,0.129239,0.082348,0.026161,-0.068056,0.2,0.086404,0.000349,0.094757,-0.463341,0.601702,0.094758,-0.000283,0.080618,-0.489303,0.689056,0.080618,-0.001394,0.04028,-0.361938,0.249233,0.040304
20,10,7,STAND_TO_SIT,Transition,1250,1361,111,2.22,0.908671,0.204927,0.456944,1.958333,0.931493,0.016304,0.400009,-0.720833,0.602778,0.400341,0.080318,0.216532,-0.434722,0.5125,0.230948,0.056026,0.375352,-0.653931,1.185384,0.379511,0.155096,0.698389,-1.585195,2.654515,0.715404,0.342585,0.954123,-1.204932,3.297451,1.013763
20,10,4,SITTING,Static,1362,2540,1178,23.56,0.818151,0.005223,0.769444,0.852778,0.818168,-0.551132,0.006602,-0.605556,-0.498611,0.551171,0.315429,0.007754,0.269444,0.388889,0.315524,0.006512,0.023254,-0.438296,0.245262,0.024149,0.000293,0.022044,-0.182343,0.241292,0.022046,0.001776,0.013276,-0.103542,0.164934,0.013395
20,10,8,SIT_TO_STAND,Transition,2541,2618,77,1.54,0.903012,0.176188,0.7,1.620833,0.92004,-0.024459,0.398925,-0.605556,0.444444,0.399674,0.01627,0.291984,-0.365278,0.413889,0.292437,-0.020535,0.235036,-0.583682,0.535423,0.235932,-0.387959,0.696376,-2.536313,0.655764,0.797152,-0.569588,0.790272,-2.632524,0.586736,0.974146
20,10,5,STANDING,Static,2750,3544,794,15.88,0.99957,0.014929,0.940278,1.226389,0.999681,0.197892,0.024521,-0.006944,0.423611,0.199406,0.0049,0.017708,-0.165278,0.058333,0.018373,0.001241,0.109466,-0.539089,0.970054,0.109473,-0.011895,0.077755,-0.48014,0.467923,0.07866,-0.00209,0.048651,-0.664927,0.160963,0.048696
20,10,11,STAND_TO_LIE,Transition,3545,3697,152,3.04,0.6892,0.300039,0.080556,1.519445,0.751678,-0.230519,0.515691,-1.356944,0.745833,0.564869,0.241877,0.383218,-0.547222,0.868056,0.453167,0.014406,1.294064,-1.951409,3.658166,1.294144,0.762195,0.602314,-0.666759,2.246151,0.971454,0.151798,0.578218,-0.871705,1.593747,0.597811
20,10,6,LAYING,Static,3698,4504,806,16.12,0.050974,0.041791,-0.265278,0.4375,0.065915,-0.927123,0.053316,-1.525,-0.523611,0.928655,0.412805,0.032706,0.145833,0.834722,0.414099,0.008932,0.159533,-1.393384,1.080315,0.159783,0.011301,0.188874,-1.155452,1.464549,0.189212,0.001182,0.112897,-0.651488,1.338711,0.112903
20,10,10,LIE_TO_SIT,Transition,4505,4618,113,2.26,0.555863,0.450713,-0.472222,1.311111,0.715629,-0.497849,0.452227,-1.163889,0.280556,0.672579,0.230015,0.262527,-0.45,0.573611,0.349038,0.552003,0.736417,-0.827112,2.811813,0.920336,-0.711982,0.769574,-2.801428,1.240667,1.04841,-0.356807,0.572894,-1.287093,0.687834,0.674921
20,10,4,SITTING,Static,4619,5583,964,19.28,1.021083,0.014521,0.918056,1.177778,1.021186,-0.143308,0.018979,-0.243056,0.059722,0.144559,0.057756,0.022149,-0.230556,0.177778,0.061857,0.007016,0.038816,-0.279471,0.354607,0.039445,0.00947,0.089064,-0.340252,1.105055,0.089567,0.003432,0.062943,-0.517097,0.518625,0.063036
20,10,9,SIT_TO_LIE,Transition,5584,5742,158,3.16,0.397064,0.429196,-0.25,1.170833,0.584696,-0.640946,0.3757,-1.484722,-0.015278,0.742941,0.360329,0.252725,-0.1625,0.834722,0.440121,-0.361864,0.609219,-1.884519,1.022588,0.708586,0.542796,0.764964,-1.856114,2.354886,0.937975,0.154918,0.400134,-0.994794,1.423621,0.429077
20,10,6,LAYING,Static,5743,7007,1264,25.28,0.052459,0.021894,-0.161111,0.2,0.056845,-0.978894,0.020189,-1.276389,-0.7375,0.979102,0.283029,0.012636,0.191667,0.391667,0.283311,0.005159,0.038317,-0.324064,0.366519,0.038663,0.000319,0.095316,-1.041831,0.828639,0.095316,-0.002782,0.055287,-0.699746,0.237627,0.055357
20,10,12,LIE_TO_STAND,Transition,7008,7144,136,2.72,0.587714,0.49492,-0.465278,1.559722,0.768345,-0.377308,0.525948,-1.361111,0.402778,0.647289,0.231505,0.204928,-0.175,0.613889,0.309176,0.245191,0.85895,-1.553125,2.657875,0.893261,-0.672495,1.02634,-2.45354,4.145331,1.227038,-0.339125,0.571289,-1.817935,1.710117,0.664362
21,10,1,WALKING,Dynamic,1581,2498,917,18.34,1.019516,0.293141,0.347222,1.790278,1.060822,0.0657,0.155171,-0.398611,0.654167,0.168507,0.067327,0.127622,-0.272222,0.661111,0.144292,0.017727,0.466019,-0.96364,1.245249,0.466356,-0.004684,0.622132,-1.150565,1.704925,0.622149,0.004847,0.382544,-0.808786,1.247692,0.382575
21,10,1,WALKING,Dynamic,2741,3645,904,18.08,1.021921,0.312352,0.25,1.904167,1.068591,0.074694,0.159734,-0.476389,0.680556,0.176335,0.058304,0.129118,-0.273611,0.672222,0.141671,0.01379,0.492199,-0.996932,1.340544,0.492392,-0.010363,0.657491,-1.173472,2.061059,0.657573,0.001137,0.405427,-1.127963,1.421483,0.405429
21,10,3,WALKING_DOWNSTAIRS,Dynamic,4250,4749,499,9.98,1.002271,0.430735,0.288889,1.993056,1.090908,0.044127,0.150077,-0.361111,0.5875,0.15643,0.078115,0.147809,-0.354167,0.627778,0.167181,-0.393088,0.697686,-2.490498,0.995405,0.800802,-0.018475,0.497416,-1.383304,1.383304,0.497759,-0.008356,0.391545,-0.86132,1.204932,0.391634
21,10,2,WALKING_UPSTAIRS,Dynamic,4896,5472,576,11.52,0.991725,0.293374,0.433333,1.858333,1.034208,0.165695,0.165033,-0.311111,0.695833,0.233861,0.020004,0.195588,-0.672222,0.580556,0.196608,0.379788,0.666366,-1.066265,2.621223,0.766996,0.058315,0.841687,-1.586722,2.588236,0.843705,-0.002872,0.262254,-0.87537,0.790154,0.26227
