experiment,user,activity,activity_name,group,start,end,num_samples,duration_seconds,avg_distance_to_class,outlier_zscore,candidate_outlier
57,28,2,WALKING_UPSTAIRS,Dynamic,15020,15631,611,12.22,5.799475,-1.208899,False
57,28,2,WALKING_UPSTAIRS,Dynamic,16433,16996,563,11.26,6.386747,-0.808016,False
58,29,2,WALKING_UPSTAIRS,Dynamic,13625,14274,649,12.98,7.872582,0.206244,False
58,29,2,WALKING_UPSTAIRS,Dynamic,15364,15991,627,12.54,7.610624,0.027427,False
58,29,2,WALKING_UPSTAIRS,Dynamic,17110,17331,221,4.42,11.219386,2.490838,True
58,29,2,WALKING_UPSTAIRS,Dynamic,17338,17787,449,8.98,7.867146,0.202533,False
59,29,2,WALKING_UPSTAIRS,Dynamic,12898,13532,634,12.68,8.053801,0.329948,False
59,29,2,WALKING_UPSTAIRS,Dynamic,14574,15183,609,12.18,7.918081,0.237302,False
59,29,2,WALKING_UPSTAIRS,Dynamic,16225,16845,620,12.4,6.853736,-0.48924,False
60,30,2,WALKING_UPSTAIRS,Dynamic,17510,18404,894,17.88,7.75676,0.127182,False
60,30,2,WALKING_UPSTAIRS,Dynamic,19655,20527,872,17.44,7.636014,0.044758,False
60,30,2,WALKING_UPSTAIRS,Dynamic,21752,22540,788,15.76,7.016874,-0.377879,False
61,30,2,WALKING_UPSTAIRS,Dynamic,13842,14574,732,14.64,6.767334,-0.54822,False
61,30,2,WALKING_UPSTAIRS,Dynamic,15588,16319,731,14.62,6.797615,-0.52755,False
61,30,2,WALKING_UPSTAIRS,Dynamic,17394,18097,703,14.06,6.728376,-0.574813,False
1,1,3,WALKING_DOWNSTAIRS,Dynamic,13191,13846,655,13.1,6.35717,-0.745388,False
1,1,3,WALKING_DOWNSTAIRS,Dynamic,14869,15492,623,12.46,6.729078,-0.511434,False
1,1,3,WALKING_DOWNSTAIRS,Dynamic,16530,17153,623,12.46,6.26492,-0.803419,False
2,1,3,WALKING_DOWNSTAIRS,Dynamic,13129,13379,250,5.0,10.151887,1.641732,False
2,1,3,WALKING_DOWNSTAIRS,Dynamic,13495,13927,432,8.64,6.82226,-0.452816,False
2,1,3,WALKING_DOWNSTAIRS,Dynamic,15037,15684,647,12.94,6.552028,-0.62281,False
2,1,3,WALKING_DOWNSTAIRS,Dynamic,16847,17471,624,12.48,6.808684,-0.461357,False
3,2,3,WALKING_DOWNSTAIRS,Dynamic,11704,12390,686,13.72,7.417516,-0.078362,False
3,2,3,WALKING_DOWNSTAIRS,Dynamic,13649,14244,595,11.9,7.644691,0.064545,False
3,2,3,WALKING_DOWNSTAIRS,Dynamic,15477,16002,525,10.5,9.562994,1.27128,False
4,2,3,WALKING_DOWNSTAIRS,Dynamic,10438,11056,618,12.36,6.976931,-0.355519,False
4,2,3,WALKING_DOWNSTAIRS,Dynamic,12171,12732,561,11.22,8.00846,0.293379,False
4,2,3,WALKING_DOWNSTAIRS,Dynamic,13862,14444,582,11.64,9.547159,1.261319,False
5,3,3,WALKING_DOWNSTAIRS,Dynamic,15098,15693,595,11.9,6.826853,-0.449927,False
5,3,3,WALKING_DOWNSTAIRS,Dynamic,16964,17559,595,11.9,6.396632,-0.720564,False
5,3,3,WALKING_DOWNSTAIRS,Dynamic,18810,19325,515,10.3,8.834076,0.812744,False
6,3,3,WALKING_DOWNSTAIRS,Dynamic,11720,12410,690,13.8,6.73704,-0.506425,False
6,3,3,WALKING_DOWNSTAIRS,Dynamic,13660,14332,672,13.44,6.377388,-0.732669,False
6,3,3,WALKING_DOWNSTAIRS,Dynamic,15375,15972,597,11.94,5.861247,-1.057355,False
7,4,3,WALKING_DOWNSTAIRS,Dynamic,11340,11596,256,5.12,9.092244,0.975149,False
7,4,3,WALKING_DOWNSTAIRS,Dynamic,11824,12047,223,4.46,9.706691,1.361675,False
7,4,3,WALKING_DOWNSTAIRS,Dynamic,13625,14341,716,14.32,7.532629,-0.005949,False
7,4,3,WALKING_DOWNSTAIRS,Dynamic,15391,16025,634,12.68,7.248295,-0.184813,False
8,4,3,WALKING_DOWNSTAIRS,Dynamic,10629,11231,602,12.04,7.25584,-0.180067,False
8,4,3,WALKING_DOWNSTAIRS,Dynamic,12205,12762,557,11.14,7.118958,-0.266174,False
8,4,3,WALKING_DOWNSTAIRS,Dynamic,13729,14283,554,11.08,7.938099,0.249118,False
9,5,3,WALKING_DOWNSTAIRS,Dynamic,11051,11704,653,13.06,7.010572,-0.334356,False
9,5,3,WALKING_DOWNSTAIRS,Dynamic,12795,13414,619,12.38,6.740278,-0.504389,False
9,5,3,WALKING_DOWNSTAIRS,Dynamic,14384,14963,579,11.58,7.964329,0.265618,False
10,5,3,WALKING_DOWNSTAIRS,Dynamic,10006,10586,580,11.6,6.360493,-0.743298,False
10,5,3,WALKING_DOWNSTAIRS,Dynamic,11526,12055,529,10.58,6.296497,-0.783555,False
10,5,3,WALKING_DOWNSTAIRS,Dynamic,12928,13471,543,10.86,6.811676,-0.459475,False
11,6,3,WALKING_DOWNSTAIRS,Dynamic,11222,11813,591,11.82,7.088501,-0.285334,False
11,6,3,WALKING_DOWNSTAIRS,Dynamic,12805,13386,581,11.62,6.857987,-0.430342,False
11,6,3,WALKING_DOWNSTAIRS,Dynamic,14360,14944,584,11.68,6.411335,-0.711315,False
12,6,3,WALKING_DOWNSTAIRS,Dynamic,10704,11294,590,11.8,8.513225,0.610909,False
12,6,3,WALKING_DOWNSTAIRS,Dynamic,12225,12812,587,11.74,9.426882,1.185657,False
12,6,3,WALKING_DOWNSTAIRS,Dynamic,13731,14321,590,11.8,8.619985,0.678068,False
13,7,3,WALKING_DOWNSTAIRS,Dynamic,11111,11830,719,14.38,8.072931,0.333936,False
13,7,3,WALKING_DOWNSTAIRS,Dynamic,13092,13718,626,12.52,7.71679,0.1099,False
13,7,3,WALKING_DOWNSTAIRS,Dynamic,14849,15407,558,11.16,7.846534,0.191518,False
14,7,3,WALKING_DOWNSTAIRS,Dynamic,10323,10918,595,11.9,6.04999,-0.938623,False
14,7,3,WALKING_DOWNSTAIRS,Dynamic,12076,12629,553,11.06,5.89113,-1.038557,False
14,7,3,WALKING_DOWNSTAIRS,Dynamic,13778,14332,554,11.08,5.825263,-1.079992,False
15,8,3,WALKING_DOWNSTAIRS,Dynamic,10276,10834,558,11.16,6.366795,-0.739333,False
15,8,3,WALKING_DOWNSTAIRS,Dynamic,11957,12466,509,10.18,8.088967,0.344023,False
15,8,3,WALKING_DOWNSTAIRS,Dynamic,13552,14072,520,10.4,7.132808,-0.257462,False
16,8,3,WALKING_DOWNSTAIRS,Dynamic,11682,12162,480,9.6,8.69126,0.722904,False
16,8,3,WALKING_DOWNSTAIRS,Dynamic,13123,13597,474,9.48,8.266232,0.455534,False
16,8,3,WALKING_DOWNSTAIRS,Dynamic,14517,14997,480,9.6,8.656545,0.701066,False
17,9,3,WALKING_DOWNSTAIRS,Dynamic,10717,10943,226,4.52,8.946934,0.88374,False
17,9,3,WALKING_DOWNSTAIRS,Dynamic,10969,11354,385,7.7,7.424986,-0.073663,False
17,9,3,WALKING_DOWNSTAIRS,Dynamic,12492,12707,215,4.3,9.037792,0.940895,False
17,9,3,WALKING_DOWNSTAIRS,Dynamic,12880,13226,346,6.92,6.72665,-0.512961,False
17,9,3,WALKING_DOWNSTAIRS,Dynamic,14135,14714,579,11.58,5.899952,-1.033007,False
18,9,3,WALKING_DOWNSTAIRS,Dynamic,10522,11096,574,11.48,7.578208,0.022723,False
18,9,3,WALKING_DOWNSTAIRS,Dynamic,11955,12519,564,11.28,8.057391,0.32416,False
18,9,3,WALKING_DOWNSTAIRS,Dynamic,13378,13952,574,11.48,7.63102,0.055945,False
19,10,3,WALKING_DOWNSTAIRS,Dynamic,10886,11379,493,9.86,7.56482,0.014301,False
19,10,3,WALKING_DOWNSTAIRS,Dynamic,12289,12793,504,10.08,7.157877,-0.241692,False
19,10,3,WALKING_DOWNSTAIRS,Dynamic,13689,14223,534,10.68,7.379424,-0.102325,False
21,10,3,WALKING_DOWNSTAIRS,Dynamic,4250,4749,499,9.98,7.548928,0.004304,False
21,10,3,WALKING_DOWNSTAIRS,Dynamic,5588,6090,502,10.04,8.982303,0.905988,False
21,10,3,WALKING_DOWNSTAIRS,Dynamic,6941,7468,527,10.54,7.700674,0.099762,False
22,11,3,WALKING_DOWNSTAIRS,Dynamic,10823,11393,570,11.4,6.421248,-0.705078,False
22,11,3,WALKING_DOWNSTAIRS,Dynamic,12488,13043,555,11.1,6.973622,-0.3576,False
22,11,3,WALKING_DOWNSTAIRS,Dynamic,14008,14596,588,11.76,7.513278,-0.018122,False
23,11,3,WALKING_DOWNSTAIRS,Dynamic,11369,11957,588,11.76,6.099029,-0.907775,False
23,11,3,WALKING_DOWNSTAIRS,Dynamic,12918,13501,583,11.66,6.203993,-0.841746,False
23,11,3,WALKING_DOWNSTAIRS,Dynamic,14425,15040,615,12.3,6.761084,-0.4913,False
24,12,3,WALKING_DOWNSTAIRS,Dynamic,11017,11664,647,12.94,7.367563,-0.109786,False
24,12,3,WALKING_DOWNSTAIRS,Dynamic,12527,13156,629,12.58,6.640239,-0.567319,False
24,12,3,WALKING_DOWNSTAIRS,Dynamic,14145,14774,629,12.58,6.752204,-0.496886,False
25,12,3,WALKING_DOWNSTAIRS,Dynamic,11000,11548,548,10.96,7.62441,0.051787,False
25,12,3,WALKING_DOWNSTAIRS,Dynamic,12443,13012,569,11.38,7.411701,-0.08202,False
25,12,3,WALKING_DOWNSTAIRS,Dynamic,13902,14415,513,10.26,6.274918,-0.797129,False
26,13,3,WALKING_DOWNSTAIRS,Dynamic,11773,12461,688,13.76,7.306522,-0.148185,False
26,13,3,WALKING_DOWNSTAIRS,Dynamic,13747,14440,693,13.86,7.288703,-0.159394,False
26,13,3,WALKING_DOWNSTAIRS,Dynamic,15443,16088,645,12.9,6.949319,-0.372888,False
27,13,3,WALKING_DOWNSTAIRS,Dynamic,11588,12114,526,10.52,5.627129,-1.20463,False
27,13,3,WALKING_DOWNSTAIRS,Dynamic,13073,13625,552,11.04,5.672286,-1.176224,False
27,13,3,WALKING_DOWNSTAIRS,Dynamic,14628,15132,504,10.08,5.758631,-1.121907,False
28,14,3,WALKING_DOWNSTAIRS,Dynamic,11923,12543,620,12.4,9.842542,1.447134,False
28,14,3,WALKING_DOWNSTAIRS,Dynamic,13664,14271,607,12.14,9.708666,1.362917,False
28,14,3,WALKING_DOWNSTAIRS,Dynamic,15330,15906,576,11.52,9.870506,1.464725,False
29,14,3,WALKING_DOWNSTAIRS,Dynamic,11254,11807,553,11.06,11.131159,2.257756,True
29,14,3,WALKING_DOWNSTAIRS,Dynamic,12879,13442,563,11.26,12.699636,3.244429,True
29,14,3,WALKING_DOWNSTAIRS,Dynamic,14429,14997,568,11.36,13.168159,3.53916,True
30,15,3,WALKING_DOWNSTAIRS,Dynamic,11585,12152,567,11.34,6.545568,-0.626873,False
30,15,3,WALKING_DOWNSTAIRS,Dynamic,13041,13601,560,11.2,6.364099,-0.741029,False
30,15,3,WALKING_DOWNSTAIRS,Dynamic,14609,15139,530,10.6,6.601509,-0.591683,False
31,15,3,WALKING_DOWNSTAIRS,Dynamic,11591,12137,546,10.92,6.582287,-0.603775,False
31,15,3,WALKING_DOWNSTAIRS,Dynamic,13047,13598,551,11.02,6.745511,-0.501097,False
31,15,3,WALKING_DOWNSTAIRS,Dynamic,14469,15005,536,10.72,6.439033,-0.693891,False
32,16,3,WALKING_DOWNSTAIRS,Dynamic,12248,12843,595,11.9,7.281703,-0.163798,False
32,16,3,WALKING_DOWNSTAIRS,Dynamic,14141,14736,595,11.9,7.14206,-0.251642,False
32,16,3,WALKING_DOWNSTAIRS,Dynamic,16045,16630,585,11.7,6.974308,-0.357169,False
33,16,3,WALKING_DOWNSTAIRS,Dynamic,13113,13674,561,11.22,8.371095,0.5215,False
33,16,3,WALKING_DOWNSTAIRS,Dynamic,14887,15468,581,11.62,8.338805,0.501188,False
33,16,3,WALKING_DOWNSTAIRS,Dynamic,16727,17307,580,11.6,8.305209,0.480053,False
34,17,3,WALKING_DOWNSTAIRS,Dynamic,14527,15204,677,13.54,7.504012,-0.023951,False
34,17,3,WALKING_DOWNSTAIRS,Dynamic,16581,17185,604,12.08,7.019418,-0.328791,False
34,17,3,WALKING_DOWNSTAIRS,Dynamic,18512,19042,530,10.6,7.283499,-0.162667,False
35,17,3,WALKING_DOWNSTAIRS,Dynamic,13292,13886,594,11.88,6.541955,-0.629146,False
35,17,3,WALKING_DOWNSTAIRS,Dynamic,15049,15585,536,10.72,6.274524,-0.797378,False
35,17,3,WALKING_DOWNSTAIRS,Dynamic,16811,17400,589,11.78,6.240595,-0.818721,False
36,18,3,WALKING_DOWNSTAIRS,Dynamic,15158,15876,718,14.36,7.396964,-0.091291,False
36,18,3,WALKING_DOWNSTAIRS,Dynamic,17459,18139,680,13.6,8.635274,0.687686,False
36,18,3,WALKING_DOWNSTAIRS,Dynamic,19653,20333,680,13.6,7.545047,0.001863,False
37,18,3,WALKING_DOWNSTAIRS,Dynamic,13290,13934,644,12.88,7.514988,-0.017046,False
37,18,3,WALKING_DOWNSTAIRS,Dynamic,15269,15933,664,13.28,8.484703,0.592966,False
37,18,3,WALKING_DOWNSTAIRS,Dynamic,17265,17943,678,13.56,8.493211,0.598318,False
38,19,3,WALKING_DOWNSTAIRS,Dynamic,14097,14653,556,11.12,8.1385,0.375183,False
38,19,3,WALKING_DOWNSTAIRS,Dynamic,15536,16062,526,10.52,11.764188,2.655972,True
38,19,3,WALKING_DOWNSTAIRS,Dynamic,16952,17467,515,10.3,10.58751,1.915767,False
39,19,3,WALKING_DOWNSTAIRS,Dynamic,12576,13063,487,9.74,13.27061,3.603608,True
39,19,3,WALKING_DOWNSTAIRS,Dynamic,13916,14411,495,9.9,16.063815,5.360713,True
39,19,3,WALKING_DOWNSTAIRS,Dynamic,15128,15607,479,9.58,14.043742,4.089958,True
40,20,3,WALKING_DOWNSTAIRS,Dynamic,13187,13741,554,11.08,7.837004,0.185523,False
40,20,3,WALKING_DOWNSTAIRS,Dynamic,15004,15560,556,11.12,7.670929,0.08105,False
40,20,3,WALKING_DOWNSTAIRS,Dynamic,17074,17697,623,12.46,7.12074,-0.265053,False
41,20,3,WALKING_DOWNSTAIRS,Dynamic,12344,12956,612,12.24,7.8765,0.210368,False
41,20,3,WALKING_DOWNSTAIRS,Dynamic,13846,14396,550,11.0,9.07456,0.964024,False
41,20,3,WALKING_DOWNSTAIRS,Dynamic,15354,15972,618,12.36,8.05359,0.321769,False
42,21,3,WALKING_DOWNSTAIRS,Dynamic,14936,15509,573,11.46,7.51406,-0.01763,False
42,21,3,WALKING_DOWNSTAIRS,Dynamic,16650,17250,600,12.0,7.277819,-0.166241,False
42,21,3,WALKING_DOWNSTAIRS,Dynamic,18356,18967,611,12.22,7.199861,-0.215281,False
43,21,3,WALKING_DOWNSTAIRS,Dynamic,14047,14664,617,12.34,7.158817,-0.2411,False
43,21,3,WALKING_DOWNSTAIRS,Dynamic,15573,16120,547,10.94,7.607305,0.041027,False
43,21,3,WALKING_DOWNSTAIRS,Dynamic,17012,17574,562,11.24,7.466124,-0.047785,False
44,22,3,WALKING_DOWNSTAIRS,Dynamic,12730,13221,491,9.82,6.674548,-0.545737,False
44,22,3,WALKING_DOWNSTAIRS,Dynamic,14179,14661,482,9.64,6.695399,-0.53262,False
44,22,3,WALKING_DOWNSTAIRS,Dynamic,15696,16202,506,10.12,6.238688,-0.81992,False
45,22,3,WALKING_DOWNSTAIRS,Dynamic,12700,13190,490,9.8,6.812137,-0.459185,False
45,22,3,WALKING_DOWNSTAIRS,Dynamic,14089,14589,500,10.0,6.405231,-0.715155,False
45,22,3,WALKING_DOWNSTAIRS,Dynamic,15569,16079,510,10.2,6.269396,-0.800603,False
46,23,3,WALKING_DOWNSTAIRS,Dynamic,13825,14494,669,13.38,10.581344,1.911888,False
46,23,3,WALKING_DOWNSTAIRS,Dynamic,15606,16265,659,13.18,7.825874,0.178521,False
46,23,3,WALKING_DOWNSTAIRS,Dynamic,17303,17944,641,12.82,8.270773,0.458391,False
47,23,3,WALKING_DOWNSTAIRS,Dynamic,12723,13402,679,13.58,8.757056,0.764294,False
47,23,3,WALKING_DOWNSTAIRS,Dynamic,14294,14952,658,13.16,8.211514,0.421113,False
47,23,3,WALKING_DOWNSTAIRS,Dynamic,15892,16556,664,13.28,8.638813,0.689912,False
48,24,3,WALKING_DOWNSTAIRS,Dynamic,13920,14336,416,8.32,6.986348,-0.349595,False
48,24,3,WALKING_DOWNSTAIRS,Dynamic,14372,14595,223,4.46,8.481337,0.590849,False
48,24,3,WALKING_DOWNSTAIRS,Dynamic,16302,17044,742,14.84,6.639368,-0.567867,False
48,24,3,WALKING_DOWNSTAIRS,Dynamic,18131,18852,721,14.42,6.452116,-0.68566,False
49,24,3,WALKING_DOWNSTAIRS,Dynamic,13286,13989,703,14.06,6.714804,-0.520413,False
49,24,3,WALKING_DOWNSTAIRS,Dynamic,15015,15702,687,13.74,6.490571,-0.66147,False
49,24,3,WALKING_DOWNSTAIRS,Dynamic,16683,17374,691,13.82,6.249147,-0.813341,False
50,25,3,WALKING_DOWNSTAIRS,Dynamic,14023,14670,647,12.94,8.906149,0.858083,False
50,25,3,WALKING_DOWNSTAIRS,Dynamic,15833,16557,724,14.48,11.16615,2.279768,True
50,25,3,WALKING_DOWNSTAIRS,Dynamic,17850,18633,783,15.66,9.582791,1.283734,False
51,25,3,WALKING_DOWNSTAIRS,Dynamic,14138,14786,648,12.96,6.890452,-0.409919,False
51,25,3,WALKING_DOWNSTAIRS,Dynamic,15904,16601,697,13.94,7.865401,0.203386,False
51,25,3,WALKING_DOWNSTAIRS,Dynamic,17698,18408,710,14.2,8.528253,0.620362,False
52,26,3,WALKING_DOWNSTAIRS,Dynamic,13926,14547,621,12.42,6.408407,-0.713156,False
52,26,3,WALKING_DOWNSTAIRS,Dynamic,16228,16866,638,12.76,6.460649,-0.680293,False
52,26,3,WALKING_DOWNSTAIRS,Dynamic,18162,18817,655,13.1,6.364461,-0.740801,False
53,26,3,WALKING_DOWNSTAIRS,Dynamic,13933,14624,691,13.82,6.567915,-0.612816,False
53,26,3,WALKING_DOWNSTAIRS,Dynamic,15845,16448,603,12.06,6.408151,-0.713318,False
53,26,3,WALKING_DOWNSTAIRS,Dynamic,17635,18257,622,12.44,6.234148,-0.822777,False
54,27,3,WALKING_DOWNSTAIRS,Dynamic,12698,13266,568,11.36,6.344588,-0.753303,False
54,27,3,WALKING_DOWNSTAIRS,Dynamic,14348,14894,546,10.92,6.244038,-0.816555,False
54,27,3,WALKING_DOWNSTAIRS,Dynamic,15958,16539,581,11.62,6.107452,-0.902477,False
55,27,3,WALKING_DOWNSTAIRS,Dynamic,13258,13869,611,12.22,5.919483,-1.020721,False
55,27,3,WALKING_DOWNSTAIRS,Dynamic,14912,15513,601,12.02,6.749159,-0.498802,False
55,27,3,WALKING_DOWNSTAIRS,Dynamic,16566,16941,375,7.5,7.973989,0.271695,False
55,27,3,WALKING_DOWNSTAIRS,Dynamic,16960,17191,231,4.62,10.043497,1.573548,False
56,28,3,WALKING_DOWNSTAIRS,Dynamic,15018,15640,622,12.44,6.043111,-0.942951,False
56,28,3,WALKING_DOWNSTAIRS,Dynamic,16655,17264,609,12.18,5.839309,-1.071156,False
56,28,3,WALKING_DOWNSTAIRS,Dynamic,18235,18844,609,12.18,6.075095,-0.922831,False
57,28,3,WALKING_DOWNSTAIRS,Dynamic,12900,13500,600,12.0,5.83827,-1.071809,False
57,28,3,WALKING_DOWNSTAIRS,Dynamic,14340,14910,570,11.4,6.291696,-0.786575,False
57,28,3,WALKING_DOWNSTAIRS,Dynamic,15784,16320,536,10.72,6.969212,-0.360374,False
58,29,3,WALKING_DOWNSTAIRS,Dynamic,12706,13330,624,12.48,6.344424,-0.753406,False
58,29,3,WALKING_DOWNSTAIRS,Dynamic,14527,15132,605,12.1,6.350739,-0.749433,False
58,29,3,WALKING_DOWNSTAIRS,Dynamic,16280,16882,602,12.04,6.266709,-0.802294,False
59,29,3,WALKING_DOWNSTAIRS,Dynamic,12143,12724,581,11.62,6.127797,-0.889678,False
59,29,3,WALKING_DOWNSTAIRS,Dynamic,13784,14375,591,11.82,6.240988,-0.818473,False
59,29,3,WALKING_DOWNSTAIRS,Dynamic,15410,16005,595,11.9,6.262126,-0.805176,False
60,30,3,WALKING_DOWNSTAIRS,Dynamic,16494,17316,822,16.44,6.841799,-0.440525,False
60,30,3,WALKING_DOWNSTAIRS,Dynamic,18594,19473,879,17.58,7.339547,-0.12741,False
60,30,3,WALKING_DOWNSTAIRS,Dynamic,20762,21555,793,15.86,6.713747,-0.521078,False
61,30,3,WALKING_DOWNSTAIRS,Dynamic,12956,13637,681,13.62,6.20715,-0.83976,False
61,30,3,WALKING_DOWNSTAIRS,Dynamic,14751,15427,676,13.52,6.348761,-0.750678,False
61,30,3,WALKING_DOWNSTAIRS,Dynamic,16546,17250,704,14.08,7.036536,-0.318023,False
1,1,4,SITTING,Static,1393,2194,801,16.02,12.045282,2.192309,True
1,1,4,SITTING,Static,4736,5667,931,18.62,6.045703,-0.531536,False
2,1,4,SITTING,Static,1433,2221,788,15.76,7.011165,-0.09321,False
2,1,4,SITTING,Static,4620,5452,832,16.64,5.679559,-0.697768,False
3,2,4,SITTING,Static,1686,2627,941,18.82,6.187256,-0.46727,False
3,2,4,SITTING,Static,5418,6190,772,15.44,6.553903,-0.30081,False
4,2,4,SITTING,Static,1512,2309,797,15.94,6.164439,-0.477629,False
4,2,4,SITTING,Static,4491,5301,810,16.2,6.700708,-0.23416,False
5,3,4,SITTING,Static,1507,2360,853,17.06,12.470979,2.385578,True
5,3,4,SITTING,Static,5075,6059,984,19.68,5.541829,-0.760298,False
6,3,4,SITTING,Static,1684,2515,831,16.62,5.757676,-0.662302,False
6,3,4,SITTING,Static,5409,6410,1001,20.02,11.861008,2.108648,True
7,4,4,SITTING,Static,1528,2381,853,17.06,5.951523,-0.574294,False
7,4,4,SITTING,Static,5032,5896,864,17.28,5.906362,-0.594798,False
8,4,4,SITTING,Static,1471,2430,959,19.18,7.471854,0.115945,False
8,4,4,SITTING,Static,4785,5600,815,16.3,7.157194,-0.026912,False
9,5,4,SITTING,Static,1387,2199,812,16.24,7.925823,0.32205,False
9,5,4,SITTING,Static,4856,5686,830,16.6,6.634423,-0.264254,False
10,5,4,SITTING,Static,1388,2182,794,15.88,5.661577,-0.705932,False
10,5,4,SITTING,Static,4667,5429,762,15.24,6.282899,-0.423848,False
11,6,4,SITTING,Static,1302,2315,1013,20.26,5.541025,-0.760663,False
11,6,4,SITTING,Static,5081,6138,1057,21.14,14.91716,3.496159,True
12,6,4,SITTING,Static,1370,2202,832,16.64,6.743388,-0.214783,False
12,6,4,SITTING,Static,4667,5732,1065,21.3,12.379704,2.344139,True
13,7,4,SITTING,Static,1613,2477,864,17.28,12.108842,2.221166,True
13,7,4,SITTING,Static,4893,5832,939,18.78,5.676802,-0.699019,False
14,7,4,SITTING,Static,1478,2347,869,17.38,10.850963,1.650081,False
14,7,4,SITTING,Static,4637,5382,745,14.9,6.019573,-0.543399,False
15,8,4,SITTING,Static,1304,1926,622,12.44,8.399447,0.537078,False
15,8,4,SITTING,Static,4102,5081,979,19.58,5.741347,-0.669716,False
16,8,4,SITTING,Static,1443,2209,766,15.32,7.142093,-0.033768,False
16,8,4,SITTING,Static,4732,5656,924,18.48,5.454355,-0.800012,False
17,9,4,SITTING,Static,1331,2156,825,16.5,5.856727,-0.617332,False
17,9,4,SITTING,Static,4461,5585,1124,22.48,6.870549,-0.157051,False
18,9,4,SITTING,Static,1592,2454,862,17.24,18.220622,4.995951,True
18,9,4,SITTING,Static,4831,5794,963,19.26,7.657777,0.200355,False
19,10,4,SITTING,Static,1371,2238,867,17.34,8.309429,0.496209,False
19,10,4,SITTING,Static,4825,5702,877,17.54,5.969816,-0.565989,False
20,10,4,SITTING,Static,1362,2540,1178,23.56,9.366812,0.976268,False
20,10,4,SITTING,Static,4619,5583,964,19.28,7.666636,0.204377,False
22,11,4,SITTING,Static,1375,2379,1004,20.08,6.305165,-0.413739,False
22,11,4,SITTING,Static,4735,5572,837,16.74,6.088864,-0.511941,False
23,11,4,SITTING,Static,1888,2939,1051,21.02,6.41593,-0.363451,False
23,11,4,SITTING,Static,5520,6437,917,18.34,5.551617,-0.755854,False
24,12,4,SITTING,Static,1474,2338,864,17.28,6.333954,-0.400668,False
24,12,4,SITTING,Static,5261,6417,1156,23.12,5.830924,-0.629047,False
25,12,4,SITTING,Static,1944,2651,707,14.14,9.645406,1.102751,False
25,12,4,SITTING,Static,5267,6420,1153,23.06,6.202963,-0.460139,False
26,13,4,SITTING,Static,1712,2616,904,18.08,5.56162,-0.751313,False
26,13,4,SITTING,Static,5057,5881,824,16.48,6.537177,-0.308404,False
27,13,4,SITTING,Static,1682,2422,740,14.8,6.427821,-0.358052,False
27,13,4,SITTING,Static,5166,6200,1034,20.68,5.608666,-0.729953,False
28,14,4,SITTING,Static,1671,2549,878,17.56,6.029193,-0.539032,False
28,14,4,SITTING,Static,5078,6034,956,19.12,6.434881,-0.354847,False
29,14,4,SITTING,Static,1557,2578,1021,20.42,5.463471,-0.795873,False
29,14,4,SITTING,Static,5020,6034,1014,20.28,7.716492,0.227012,False
30,15,4,SITTING,Static,1306,2172,866,17.32,6.63045,-0.266057,False
30,15,4,SITTING,Static,4656,5763,1107,22.14,6.624381,-0.268812,False
31,15,4,SITTING,Static,1368,2448,1080,21.6,6.597484,-0.281024,False
31,15,4,SITTING,Static,5099,6322,1223,24.46,7.041235,-0.079558,False
32,16,4,SITTING,Static,1999,3031,1032,20.64,10.015594,1.270819,False
32,16,4,SITTING,Static,5902,6944,1042,20.84,6.434141,-0.355183,False
33,16,4,SITTING,Static,2264,3774,1510,30.2,6.960553,-0.116189,False
33,16,4,SITTING,Static,6853,7928,1075,21.5,6.0862,-0.51315,False
34,17,4,SITTING,Static,2708,3823,1115,22.3,5.947073,-0.576315,False
34,17,4,SITTING,Static,6574,7787,1213,24.26,7.049487,-0.075812,False
35,17,4,SITTING,Static,1835,2969,1134,22.68,6.930007,-0.130057,False
35,17,4,SITTING,Static,6083,7145,1062,21.24,6.45155,-0.347279,False
36,18,4,SITTING,Static,2506,3549,1043,20.86,6.184731,-0.468417,False
36,18,4,SITTING,Static,6894,8115,1221,24.42,5.974121,-0.564035,False
37,18,4,SITTING,Static,2360,3318,958,19.16,5.6637,-0.704968,False
37,18,4,SITTING,Static,6288,7356,1068,21.36,6.02207,-0.542265,False
38,19,4,SITTING,Static,2977,4274,1297,25.94,11.560956,1.972422,False
38,19,4,SITTING,Static,7757,9036,1279,25.58,6.889312,-0.148533,False
39,19,4,SITTING,Static,1887,2935,1048,20.96,13.78311,2.981294,True
39,19,4,SITTING,Static,6247,7654,1407,28.14,5.860724,-0.615517,False
40,20,4,SITTING,Static,2273,3617,1344,26.88,6.02904,-0.539101,False
40,20,4,SITTING,Static,6938,8038,1100,22.0,5.546054,-0.75838,False
41,20,4,SITTING,Static,1933,2939,1006,20.12,9.254652,0.925346,False
41,20,4,SITTING,Static,6102,7321,1219,24.38,6.532375,-0.310584,False
42,21,4,SITTING,Static,2176,3748,1572,31.44,7.73402,0.23497,False
42,21,4,SITTING,Static,7391,9012,1621,32.42,7.343199,0.057535,False
43,21,4,SITTING,Static,2013,3281,1268,25.36,5.713761,-0.682239,False
43,21,4,SITTING,Static,7009,8388,1379,27.58,6.975537,-0.109386,False
44,22,4,SITTING,Static,1911,2991,1080,21.6,7.27886,0.028325,False
44,22,4,SITTING,Static,5679,6896,1217,24.34,5.628655,-0.720878,False
